relation_group_id,accuracy,macro_f1,nb_test_examples,tn,fp,fn,tp,recall_pk,recall_ck,pct_predicted_ck,mean_conf_ck,std_conf_ck,mean_conf_pk,std_conf_pk,mean_agg_norm,mean_agg_norm_ck,mean_agg_norm_pk
geographic-geopolitic-language,0.7931034482758621,0.7867647058823529,116,56,2,22,36,0.9655172413793104,0.6206896551724138,0.3275862068965517,0.5750955939292908,0.21743732690811157,0.2905486822128296,0.1319168508052826,0.9930699467658997,0.9930317997932434,0.9931081533432007
corporate-products-employment,0.75,0.7333333333333334,16,4,4,0,8,0.5,1.0,0.75,0.8878779411315918,0.10330916941165924,0.5173170566558838,0.14559976756572723,0.9941432476043701,0.9944188594818115,0.9938676357269287
